0.000000 0.001001 0.000000 0.995996 0.000000 0.001001 0.000000 0.002002 0.000000 0.000000 
0.074724 0.000000 0.001003 0.000000 0.000502 0.004012 0.072718 0.033099 0.813942 0.000000 
0.000000 0.000000 0.000000 0.000000 0.626621 0.266209 0.021358 0.085812 0.000000 0.000000 
0.843602 0.011374 0.019905 0.000000 0.069194 0.018957 0.000000 0.036967 0.000000 0.000000 
0.000000 0.004764 0.019587 0.000000 0.967178 0.001059 0.000000 0.007411 0.000000 0.000000 
0.000000 0.495754 0.439490 0.000000 0.000000 0.011323 0.000000 0.053432 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.999167 0.000000 0.000833 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.926927 0.000000 0.000000 0.000000 0.001001 0.001001 0.001001 0.002002 0.068068 0.000000 
0.000000 0.001039 0.708571 0.008312 0.001039 0.173506 0.087792 0.001039 0.018701 0.000000 
0.000000 0.000000 0.000000 0.998307 0.000000 0.000846 0.000846 0.000000 0.000000 0.000000 
0.000000 0.000298 0.000000 0.000000 0.993746 0.000596 0.000596 0.003871 0.000893 0.000000 
0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000187 0.999813 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.977978 0.001001 0.010010 0.000000 0.000000 0.002002 0.000000 0.000000 0.009009 0.000000 
0.000000 0.000000 0.000000 0.088563 0.111336 0.001012 0.001012 0.601215 0.196862 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000914 0.000914 0.000000 0.000000 0.998171 0.000000 
0.000000 0.000943 0.000943 0.001257 0.994657 0.000943 0.001257 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.999039 0.000000 0.000961 0.000000 0.000000 0.000000 0.000000 
0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.996997 0.000000 0.000000 0.000000 0.000000 0.001001 0.000000 0.000000 0.002002 0.000000 
0.000000 0.000501 0.975439 0.014536 0.000000 0.000501 0.008020 0.001003 0.000000 0.000000 
0.000000 0.000000 0.000000 0.993888 0.000679 0.000679 0.000000 0.004754 0.000000 0.000000 
0.000000 0.000509 0.000000 0.000000 0.000509 0.000000 0.993123 0.004330 0.001528 0.000000 
0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.999830 0.000170 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.995996 0.000000 0.001001 0.001001 0.000000 0.002002 0.000000 0.000000 
0.251755 0.000502 0.000000 0.103811 0.001003 0.554664 0.001003 0.000000 0.087262 0.000000 
0.000000 0.001332 0.000000 0.018654 0.001332 0.000000 0.000000 0.946036 0.032645 0.000000 
0.000000 0.000000 0.000000 0.072757 0.019843 0.025217 0.119471 0.000000 0.762712 0.000000 
0.000000 0.000000 0.000000 0.004219 0.993671 0.001055 0.001055 0.000000 0.000000 0.000000 
0.000000 0.001569 0.000000 0.994510 0.000000 0.000784 0.003137 0.000000 0.000000 0.000000 
0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.897898 0.000000 0.001001 0.000000 0.101101 0.000000 0.000000 
0.254219 0.000527 0.743671 0.000000 0.000527 0.000527 0.000527 0.000000 0.000000 0.000000 
0.993773 0.000415 0.000000 0.000000 0.000000 0.000000 0.000830 0.004981 0.000000 0.000000 
0.000000 0.000589 0.000000 0.000000 0.989685 0.000589 0.000589 0.007958 0.000589 0.000000 
0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000373 0.998693 0.000560 0.000373 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.953954 0.001001 0.003003 0.000000 0.001001 0.000000 0.009009 0.010010 0.022022 0.000000 
0.000000 0.000512 0.160861 0.392930 0.000512 0.051230 0.255635 0.080430 0.057889 0.000000 
0.000000 0.000566 0.997169 0.000000 0.000000 0.000000 0.000000 0.000000 0.002265 0.000000 
0.000000 0.000725 0.000000 0.000000 0.000725 0.006884 0.143478 0.846739 0.001449 0.000000 
0.000000 0.999400 0.000000 0.000000 0.000000 0.000000 0.000600 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.029029 0.000000 0.000000 0.000000 0.001001 0.001001 0.000000 0.009009 0.959960 0.000000 
0.000000 0.000000 0.000000 0.000000 0.852400 0.006639 0.112360 0.028601 0.000000 0.000000 
0.000000 0.000000 0.985382 0.000000 0.000000 0.000750 0.000000 0.013868 0.000000 0.000000 
0.001654 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.998346 0.000000 0.000000 
0.000000 0.000000 0.000000 0.997620 0.000000 0.001298 0.001082 0.000000 0.000000 0.000000 
0.000357 0.998930 0.000000 0.000000 0.000000 0.000357 0.000357 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.093093 0.000000 0.000000 0.002002 0.904905 0.000000 0.000000 
0.080399 0.000000 0.159748 0.581188 0.000000 0.000000 0.178665 0.000000 0.000000 0.000000 
0.000950 0.000000 0.000950 0.000000 0.000475 0.000000 0.000475 0.000000 0.997150 0.000000 
0.006456 0.000968 0.010652 0.000000 0.022595 0.001291 0.958037 0.000000 0.000000 0.000000 
