0 0.015873 0 0 0 0 0 0.888889 0.0952381 
0.75 0 0 0.0125 0 0 0 0 0.2375 
0 0.0119048 0 0.0833333 0 0.0119048 0 0 0.892857 
0 0 0 0.989899 0 0.010101 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.361702 0 0.276596 0.0212766 0 0 0.212766 0 0.12766 
0.0540541 0 0 0 0 0 0.918919 0 0.027027 
0 0 0 0.137931 0 0.0689655 0 0.706897 0.0862069 
0.784615 0 0 0 0 0 0 0 0.215385 
0 0.0266667 0 0.0533333 0 0.0133333 0 0 0.906667 
0 0 0 0.978261 0 0.0217391 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.446809 0 0.276596 0 0 0 0.148936 0 0.12766 
0 0 0 0 0 0 0.0888889 0 0.911111 
0 0.0153846 0.0461538 0 0 0.784615 0.138462 0.0153846 0 
0 0 0 0.969697 0 0 0 0.030303 0 
0 0 0 0 0 0.982143 0 0.0178571 0 
0 0.0632911 0.924051 0 0 0 0 0.0126582 0 
0 0.0618557 0 0 0 0 0 0.938144 0 
0 1 0 0 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.319149 0 0.382979 0 0 0 0.148936 0.0425532 0.106383 
0.047619 0 0 0 0 0 0.928571 0 0.0238095 
0.015873 0.015873 0 0.190476 0 0 0 0.68254 0.0952381 
0.686567 0 0 0 0 0 0 0 0.313433 
0 0.0142857 0 0.0714286 0 0.0142857 0 0 0.9 
0 0 0 0.988506 0 0.0114943 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0425532 0.404255 0 0 0.0212766 0.12766 0 0.106383 
0 0 0 0 0 0 0.105263 0 0.894737 
0 0.0172414 0.0172414 0.0172414 0 0.913793 0.0172414 0.0172414 0 
0 0 0.272727 0 0 0 0.714286 0.012987 0 
0 0 0 0 0 0 0.977778 0.0222222 0 
0 0 0 0.985294 0 0 0 0.0147059 0 
0 0.010989 0 0 0 0 0 0.989011 0 
0 1 0 0 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.276596 0.0212766 0.382979 0 0 0.0212766 0.191489 0 0.106383 
0.0714286 0 0 0 0 0 0.904762 0 0.0238095 
0.016129 0.016129 0 0 0 0 0 0.66129 0.306452 
0.707692 0 0 0 0 0 0 0 0.292308 
0 0.0142857 0 0.0714286 0 0.0428571 0 0 0.871429 
0 0 0 0.988235 0 0.0117647 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.361702 0 0 0 0.212766 0.0212766 0.0851064 
0 0 0 0 0 0 0.105263 0 0.894737 
0 0 0.103448 0 0 0.741379 0.137931 0.0172414 0 
0 0 0.238806 0 0 0 0.746269 0.0149254 0 
0 0 0 0 0 0 0.975 0.025 0 
0 0.031746 0 0.952381 0 0 0 0.015873 0 
0 0.0119048 0 0 0 0 0 0.988095 0 
0 1 0 0 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.212766 0 0.404255 0 0 0 0.255319 0 0.12766 
0.0697674 0 0 0 0 0 0.906977 0 0.0232558 
0 0 0 0.126984 0 0.0952381 0 0.698413 0.0793651 
0 0 0 0 0 0 0 0 1 
0.0925926 0.0185185 0 0.0185185 0 0 0 0.87037 0 
0.985915 0 0 0.0140845 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.276596 0 0.425532 0 0 0 0.148936 0 0.148936 
0.0454545 0 0 0 0 0 0.931818 0 0.0227273 
0.0153846 0.0153846 0 0.0615385 0 0.0461538 0 0.692308 0.169231 
0.753623 0.0289855 0 0 0 0 0 0 0.217391 
0 0.0263158 0 0.0526316 0 0.0263158 0 0 0.894737 
0 0 0 0.98913 0 0.0108696 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.404255 0 0 0 0.148936 0 0.12766 
0 0 0 0 0 0 0.0789474 0 0.921053 
0 0 0.355932 0 0 0.627119 0 0.0169492 0 
0 0.666667 0 0.0222222 0 0.0222222 0.266667 0.0222222 0 
0 0 0 0.0185185 0 0.0555556 0.0185185 0.907407 0 
0 0 0 0 0 0.849315 0.150685 0 0 
0 0 0 0.976744 0 0 0.0232558 0 0 
0 0 0 0 0 0 1 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.319149 0 0.340426 0 0 0 0.148936 0 0.191489 
0.075 0 0 0 0 0 0.9 0 0.025 
0.2 0.0166667 0 0 0 0 0 0.666667 0.116667 
0 0.972222 0 0 0 0 0 0 0.0277778 
0 0 0 0 0 0 0 0.983051 0.0169492 
0 0 0 0.304878 0 0 0 0 0.695122 
0 0 0 0.987654 0 0.0123457 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.148936 0 0.319149 0 0 0.0212766 0.382979 0 0.12766 
0 0 0.97619 0 0 0 0 0 0.0238095 
0.246154 0.707692 0 0.0153846 0 0.0153846 0 0 0.0153846 
0.214286 0 0 0 0 0 0 0 0.785714 
0 0 0 0 0 0 0 0 1 
0 0 0 0.015873 0 0 0 0.984127 0 
0 0 0 0.0465116 0 0.953488 0 0 0 
0 0 0 1 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.319149 0 0.382979 0 0 0 0.148936 0.0425532 0.106383 
0 0 0 0 0 0 0.102564 0 0.897436 
0 0.0169492 0.271186 0 0 0.694915 0 0.0169492 0 
0 0.7 0 0.025 0 0.025 0.225 0.025 0 
0 0.787879 0 0 0 0 0 0.212121 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.319149 0 0.425532 0 0 0 0.148936 0.0212766 0.0851064 
0 0 0.967742 0 0 0 0 0 0.0322581 
0.0925926 0.87037 0 0 0 0 0 0.0185185 0.0185185 
0.28169 0 0 0 0 0 0 0 0.71831 
0.88 0 0 0.0133333 0 0.0666667 0 0.04 0 
0.965517 0 0 0 0 0 0 0.0344828 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.340426 0.0212766 0 0 0.12766 0 0.191489 
0.787879 0 0.181818 0 0 0 0 0.030303 0 
0 0 0 0 0 0 0.966667 0.0333333 0 
0.0188679 0 0 0 0 0 0 0.981132 0 
0 0.973684 0 0.0131579 0 0.0131579 0 0 0 
0.734694 0 0 0 0 0.265306 0 0 0 
0 0 0 0.0104167 0 0.989583 0 0 0 
0 0 0 1 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.382979 0.0212766 0 0 0.148936 0 0.12766 
0.0714286 0 0 0 0 0 0.904762 0 0.0238095 
0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0.960784 0.0196078 0.0196078 0 
0 0 0 0.986301 0 0 0 0.0136986 0 
0 0.260417 0 0 0 0 0.729167 0.0104167 0 
0 0.989362 0 0 0 0 0 0.0106383 0 
0 0 0 0 0 0 0 1 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.468085 0 0.319149 0 0 0 0.12766 0 0.0851064 
0 0 0 0 0 0 0.0869565 0 0.913043 
0 0.0151515 0.030303 0.0151515 0 0.924242 0 0.0151515 0 
0 0 0.247059 0 0 0 0.741176 0.0117647 0 
0 0.0229885 0.850575 0.0229885 0 0 0 0.103448 0 
0 0 0 0.0102041 0 0 0 0.989796 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.276596 0 0.468085 0 0 0 0.148936 0 0.106383 
0.0652174 0 0 0 0 0 0.913043 0 0.0217391 
0 0.0151515 0 0 0 0 0 0.606061 0.378788 
0.75 0 0 0.015625 0 0 0 0 0.234375 
0 0.0694444 0 0.0416667 0 0.0277778 0 0 0.861111 
0 0 0 0.988372 0 0.0116279 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.361702 0.0212766 0 0 0.148936 0.0425532 0.12766 
0 0 0.870968 0 0 0 0 0 0.129032 
0.964286 0 0 0 0 0 0 0.0357143 0 
0 0 0 0.960784 0 0.0196078 0 0.0196078 0 
0 0.0136986 0.0136986 0 0 0.958904 0 0.0136986 0 
0 0.0212766 0.968085 0 0 0 0 0.0106383 0 
0 0.0608696 0 0 0 0 0 0.93913 0 
0 1 0 0 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.446809 0 0.297872 0 0 0.0212766 0.148936 0 0.0851064 
0 0 0 0 0 0 0.0888889 0 0.911111 
0 0 0.230769 0.0307692 0 0.723077 0 0.0153846 0 
0 0 0.309859 0 0 0 0.676056 0.0140845 0 
0 0 0 0 0 0 0.978261 0.0217391 0 
0 0 0 0.985507 0 0 0 0.0144928 0 
0 0 0 0 0 0 0 1 0 
0 1 0 0 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.319149 0.0212766 0.382979 0 0 0 0.12766 0.0212766 0.12766 
0.0952381 0 0 0 0 0 0.880952 0 0.0238095 
0.163934 0 0 0.0491803 0 0 0 0.704918 0.0819672 
0.776119 0 0 0 0 0 0 0 0.223881 
0 0.0131579 0 0.0526316 0 0.0263158 0 0 0.907895 
0 0 0 0.989247 0 0.0107527 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.382979 0 0 0 0.12766 0.0212766 0.170213 
0.047619 0 0 0 0 0 0.928571 0 0.0238095 
0 0 0 0.238095 0 0.031746 0 0.698413 0.031746 
0.779412 0 0 0 0 0 0 0 0.220588 
0 0.0649351 0 0.038961 0 0.012987 0 0 0.883117 
0 0.0108696 0 0.978261 0 0.0108696 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.255319 0 0.340426 0 0 0 0.255319 0.0638298 0.0851064 
0 0 0.916667 0 0 0 0 0 0.0833333 
0.0701754 0.842105 0 0 0 0.0175439 0 0.0526316 0.0175439 
0 0 0 0 0 0 0 0 1 
0.921569 0.0392157 0 0.0196078 0 0.0196078 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.212766 0 0.382979 0 0 0.0212766 0.255319 0 0.12766 
0.119048 0 0 0 0 0 0.857143 0 0.0238095 
0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0.981132 0 0.0188679 0 
0 0 0 0.986842 0 0 0 0.0131579 0 
0 0.030303 0 0 0 0 0.959596 0.010101 0 
0 0.991597 0 0 0 0 0 0.00840336 0 
0 0 0 0 0 0 0 1 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.319149 0 0.361702 0.0212766 0 0.0425532 0.12766 0.0425532 0.0851064 
0 0 0.9 0 0 0 0 0 0.1 
0.962963 0 0 0 0 0 0 0.037037 0 
0 0 0 0.98 0 0 0 0.02 0 
0 0.0136986 0 0 0 0.972603 0 0.0136986 0 
0 0 0.831579 0 0 0 0 0.168421 0 
0 0.116505 0 0 0 0 0 0.883495 0 
0 1 0 0 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.382979 0 0 0.0212766 0.12766 0.0638298 0.106383 
0.793103 0 0.172414 0 0 0 0 0.0344828 0 
0 0 0 0 0 0 0.965517 0.0344828 0 
0.0192308 0 0 0 0 0 0 0.980769 0 
0.0133333 0.96 0 0.0133333 0 0.0133333 0 0 0 
0.729167 0 0 0 0 0.270833 0 0 0 
0.48 0 0 0.52 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.404255 0 0 0.0212766 0.12766 0.0212766 0.12766 
0.0333333 0 0.866667 0 0 0 0 0 0.1 
0.16 0.78 0 0.02 0 0 0 0.02 0.02 
0.222222 0 0 0 0 0 0 0 0.777778 
0.821918 0 0 0.0136986 0 0.136986 0 0.0273973 0 
0 0 0 0 0 0.988095 0 0.0119048 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.404255 0 0 0 0.148936 0.0425532 0.106383 
0 0 0.903226 0 0 0 0 0 0.0967742 
0.0192308 0.923077 0 0.0192308 0 0 0 0.0192308 0.0192308 
0.222222 0 0 0 0 0 0 0 0.777778 
0.9125 0 0 0.0125 0 0.05 0 0.025 0 
0 0 0 0 0 0.989691 0 0.0103093 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.319149 0 0.382979 0.0212766 0 0 0.148936 0 0.12766 
0.933333 0 0.0333333 0 0 0 0 0.0333333 0 
0 0.0384615 0.0384615 0.884615 0 0 0.0192308 0.0192308 0 
0 0 0.742857 0 0 0 0.214286 0.0428571 0 
0 0.0921053 0 0 0 0.118421 0.776316 0.0131579 0 
0 0.987952 0 0 0 0 0 0.0120482 0 
0 0.96 0 0 0 0.04 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.425532 0 0 0 0.148936 0.0212766 0.106383 
0.0454545 0 0 0 0 0 0.931818 0 0.0227273 
0 0.0153846 0 0.0615385 0 0.0461538 0 0.707692 0.169231 
0.728571 0.0285714 0 0 0 0 0 0 0.242857 
0.961538 0 0 0 0 0 0 0 0.0384615 
0 0 0 0 0 0 0 0 1 
0 0 0 0.958904 0 0.0410959 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.319149 0.0212766 0.382979 0.0212766 0 0 0.148936 0.0212766 0.0851064 
0.0714286 0 0 0 0 0 0.904762 0 0.0238095 
0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0.941176 0 0.0588235 0 
0 0 0 0.944444 0 0 0.0416667 0.0138889 0 
0 0 0 0 0 0 0.98913 0.0108696 0 
0 0.991304 0 0 0 0 0 0.00869565 0 
0 0 0 0 0 0 0 1 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.446809 0.0212766 0 0 0.12766 0.0212766 0.0851064 
0 0 0.9 0 0 0 0 0 0.1 
0.117647 0.823529 0 0 0 0.0196078 0 0.0196078 0.0196078 
0 0 0 0 0 0 0 0 1 
0.979592 0 0 0 0 0 0 0.0204082 0 
0 0.0138889 0 0.972222 0 0 0 0.0138889 0 
0 0.0425532 0 0 0 0 0 0.957447 0 
0 1 0 0 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.382979 0 0 0 0.148936 0.0212766 0.12766 
0 0 0.903226 0 0 0 0 0 0.0967742 
0.0769231 0.826923 0 0.0192308 0 0.0384615 0 0.0192308 0.0192308 
0.208955 0 0 0 0 0 0 0 0.791045 
0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 0 
0 0 0 0.0116279 0 0.988372 0 0 0 
0 0 0 1 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.340426 0 0 0.0212766 0.148936 0 0.191489 
0 0 0 0 0 0 0.105263 0 0.894737 
0 0.0172414 0.0172414 0.0172414 0 0.931034 0 0.0172414 0 
0 0.0384615 0.269231 0 0 0 0.679487 0.0128205 0 
0 0.025974 0.831169 0.025974 0 0 0 0.116883 0 
0 0 0 0 0 0 0 1 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.340426 0.0212766 0.404255 0.0212766 0 0 0.12766 0 0.0851064 
0 0 0 0 0 0 0.1 0 0.9 
0 0 0.964286 0 0 0 0 0 0.0357143 
0 0.960784 0 0 0 0 0 0.0196078 0.0196078 
0 0 0 0.0273973 0 0 0 0.958904 0.0136986 
0 0 0 0 0 0 0 0 1 
0 0 0 0.957627 0 0.0423729 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0 0 0 0 0.96 0 0 0.04 0 
0.1875 0.0416667 0.1875 0.0208333 0 0.520833 0.0208333 0.0208333 0 
0.0909091 0 0 0 0 0.878788 0 0.030303 0 
0.0943396 0.226415 0 0.566038 0 0 0.0943396 0.0188679 0 
0.222222 0.0185185 0 0 0 0 0.592593 0.166667 0 
0.642857 0.303571 0 0 0 0 0 0.0535714 0 
0.95122 0 0 0 0 0 0 0.0487805 0 
0 0 0 0 0 0 0 1 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.425532 0 0.297872 0 0 0 0.12766 0 0.148936 
0 0 0.0227273 0 0 0 0.0909091 0 0.886364 
0 0 0 0.0634921 0 0.904762 0.015873 0.015873 0 
0 0 0.246914 0 0 0 0.740741 0.0123457 0 
0 0.0357143 0.821429 0.0238095 0 0 0 0.119048 0 
0 0 0 0 0 0 0 1 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.382979 0 0 0.0212766 0.148936 0 0.12766 
0.047619 0 0 0 0 0 0.928571 0 0.0238095 
0.015873 0 0 0.222222 0 0.015873 0 0.650794 0.0952381 
0.973684 0 0 0 0 0 0 0 0.0263158 
0 0 0 0 0 0.0327869 0 0 0.967213 
0 0 0 0 0 0.987952 0 0.0120482 0 
0 0.896226 0 0 0 0 0 0.103774 0 
0 0 0 0 0 0 0 1 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.404255 0.0212766 0 0 0.148936 0 0.106383 
0.0465116 0 0 0 0 0 0.930233 0 0.0232558 
0.0625 0.015625 0 0 0 0 0 0.75 0.171875 
0.75 0 0 0.0138889 0 0 0 0 0.236111 
0 0.0384615 0 0.0384615 0 0.025641 0 0 0.897436 
0 0 0 0.978723 0 0.0212766 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.382979 0.0212766 0 0.0212766 0.12766 0.0425532 0.106383 
0.047619 0 0 0 0 0 0.928571 0 0.0238095 
0 0.015873 0 0.222222 0 0 0 0.746032 0.015873 
0.774648 0 0 0 0 0 0 0 0.225352 
0.975 0 0 0 0 0.025 0 0 0 
0 0.984127 0 0 0 0.015873 0 0 0 
0 0 0 0.965116 0 0.0348837 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.382979 0 0 0 0.148936 0.0425532 0.106383 
0.0714286 0 0 0 0 0 0.904762 0 0.0238095 
0.016129 0.016129 0 0 0 0.016129 0 0.854839 0.0967742 
0.166667 0 0 0 0 0.8 0 0.0333333 0 
0 0.0208333 0 0.916667 0 0 0 0.0625 0 
0.367647 0 0 0 0 0 0 0.632353 0 
0 0.877551 0 0 0 0 0 0.122449 0 
0 0 0 0 0 0 0 1 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.319149 0 0 0.0212766 0.212766 0.0212766 0.12766 
0.153846 0 0 0 0 0 0.820513 0 0.025641 
0.0178571 0.0178571 0 0.160714 0 0 0 0.714286 0.0892857 
0.78125 0 0 0 0 0 0 0 0.21875 
0 0.027027 0 0.0675676 0 0.027027 0 0 0.878378 
0 0.011236 0 0.977528 0 0.011236 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.382979 0.0212766 0 0.0212766 0.148936 0 0.12766 
0.0714286 0 0 0 0 0 0.904762 0 0.0238095 
0.0645161 0.016129 0 0.193548 0 0 0 0.645161 0.0806452 
0.75 0 0 0 0 0.015625 0 0 0.234375 
0.974359 0 0 0 0 0.025641 0 0 0 
0 0.967742 0 0.016129 0 0.016129 0 0 0 
0 0 0 0.916667 0 0.0833333 0 0 0 
0 0 0 0 0 1 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.425532 0 0.297872 0.0212766 0 0.0212766 0.12766 0 0.106383 
0.0526316 0 0 0 0 0 0.921053 0 0.0263158 
0 0 0 0.20339 0 0.0508475 0 0.661017 0.0847458 
0.972222 0 0 0 0 0 0 0 0.0277778 
0 0.0169492 0 0 0 0 0 0 0.983051 
0 0 0 0 0 0.987805 0 0.0121951 0 
0 0.895238 0 0 0 0 0 0.104762 0 
0 0 0 0 0 0 0 1 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.340426 0 0.319149 0.0212766 0 0.0212766 0.212766 0 0.0851064 
0 0 0.970588 0 0 0 0 0 0.0294118 
0 0.754386 0 0 0 0 0 0.0175439 0.22807 
0 0 0 0 0 0 0 1 0 
0 0.983607 0 0 0 0.0163934 0 0 0 
0.690476 0 0 0 0 0.309524 0 0 0 
0.48 0 0 0.52 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.361702 0.0212766 0.319149 0.0212766 0 0 0.191489 0 0.0851064 
0.0512821 0 0 0 0 0 0.923077 0 0.025641 
0.0666667 0.0166667 0 0.05 0 0.05 0 0.733333 0.0833333 
0 0 0 0 0 0 0 0 1 
0.0392157 0.0392157 0 0.0196078 0 0 0 0.901961 0 
0.985714 0 0 0.0142857 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.382979 0 0 0 0.191489 0 0.12766 
0 0 0 0 0 0 0.105263 0 0.894737 
0 0.0172414 0.0172414 0 0 0.948276 0 0.0172414 0 
0 0 0.92 0 0 0 0 0.08 0 
0 0 0 0.0212766 0 0.893617 0.0638298 0.0212766 0 
0 0 0 0 0 0 0.96 0.04 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.340426 0.0212766 0.425532 0 0 0 0.12766 0 0.0851064 
0 0 0.9 0 0 0 0 0 0.1 
0.0980392 0.764706 0 0.0196078 0 0 0 0 0.117647 
0.206349 0 0 0 0 0 0 0 0.793651 
0.864865 0 0 0.0135135 0 0.0945946 0 0.027027 0 
0 0 0 0 0 0.988636 0 0.0113636 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0 0.404255 0 0 0.0212766 0.148936 0 0.12766 
0 0 0.967742 0 0 0 0 0 0.0322581 
0.0555556 0.851852 0 0 0 0.0555556 0 0.0185185 0.0185185 
0.214286 0 0 0 0 0 0 0 0.785714 
0.886076 0 0 0.0126582 0 0.0632911 0 0.0379747 0 
0 0 0 0 0 0.989362 0 0.0106383 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.382979 0.0212766 0 0 0.148936 0 0.12766 
0 0 0.967742 0 0 0 0 0 0.0322581 
0.0740741 0.759259 0 0 0 0 0 0.0185185 0.148148 
0.215385 0 0 0 0 0 0 0 0.784615 
0.813333 0 0 0.0133333 0 0.0666667 0 0.106667 0 
0 0 0 0 0 0.988235 0 0.0117647 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.468085 0 0.276596 0 0 0.0212766 0.12766 0.0212766 0.0851064 
0.0540541 0 0 0 0 0 0.918919 0 0.027027 
0 0.0172414 0 0 0 0.0517241 0 0.758621 0.172414 
0.720588 0 0 0 0 0 0 0 0.279412 
0 0.0958904 0 0.0410959 0 0.0136986 0 0 0.849315 
0 0 0 0.976744 0 0.0232558 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0425532 0.340426 0 0 0.0212766 0.170213 0 0.12766 
0 0 0.0263158 0 0 0 0.105263 0 0.868421 
0 0.0175439 0.0175439 0 0 0.947368 0 0.0175439 0 
0 0 0.294872 0 0 0 0.692308 0.0128205 0 
0 0.0128205 0.871795 0.025641 0 0 0 0.0897436 0 
0 0.0217391 0 0 0 0 0 0.978261 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.319149 0.0212766 0.382979 0 0 0.0212766 0.12766 0 0.12766 
0.119048 0 0 0 0 0 0.857143 0 0.0238095 
0.0166667 0 0 0.116667 0 0 0 0.7 0.166667 
0.757576 0 0 0.0151515 0 0 0 0 0.227273 
0 0.0135135 0 0.0540541 0 0.027027 0 0 0.905405 
0 0 0 0.989011 0 0.010989 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.361702 0.0212766 0 0 0.212766 0 0.0851064 
0.96 0 0 0 0 0 0 0 0.04 
0 0 0 0 0 0 0 0 1 
0 0 0.875 0 0 0 0 0.125 0 
0 0 0 0.0114943 0 0 0.977011 0.0114943 0 
0 0 0 0 0 0.00917431 0 0.990826 0 
0 0 0 0.00757576 0 0.992424 0 0 0 
0 0 0 1 0 0 0 0 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.297872 0.0212766 0.382979 0.0212766 0 0 0.148936 0 0.12766 
0 0 0 0 0 0 0.0789474 0 0.921053 
0 0 0.101695 0 0 0.745763 0.135593 0.0169492 0 
0 0 0.235294 0 0 0 0.75 0.0147059 0 
0 0.0266667 0.84 0.0266667 0 0 0 0.106667 0 
0 0.0114943 0 0 0 0 0 0.988506 0 
0 0 0 0 0.958333 0 0 0 0.0416667 
0.404255 0 0.297872 0 0 0 0.148936 0.0212766 0.12766 
0 0 0 0 0 0 0.0930233 0 0.906977 
0 0.015873 0 0 0 0.904762 0.0634921 0.015873 0 
0 0 0.246914 0 0 0 0.740741 0.0123457 0 
